iter	RMSE
452	6.256671058
453	6.256609726
454	6.256503404
455	6.256432518
456	6.256378317
457	6.256285333
458	6.256280316
459	6.256124306
460	6.256094113
461	6.256086988
462	6.256029498
463	6.255914266
464	6.255914236
465	6.255758468
466	6.255741169
467	6.255506194
468	6.255471977
469	6.255449892
470	6.25544926
471	6.255299504
472	6.255279485
473	6.255226187
474	6.255111609
475	6.255109176
476	6.255041182
477	6.255014462
478	6.255007386
479	6.254958443
480	6.254934178
481	6.25492242
482	6.254911235
483	6.254798779
484	6.254598996
485	6.254578143
486	6.254494067
487	6.25440303
488	6.254374698
489	6.254313232
490	6.25430707
491	6.254281523
492	6.254248687
493	6.254130297
494	6.254067018
495	6.253967669
496	6.253834459
497	6.253767472
498	6.253692952
499	6.253679057
500	6.253633209
501	6.253618288
502	6.253608745
503	6.253591431
504	6.253542628
505	6.253406081
506	6.25338761
507	6.253331583
508	6.253108186
509	6.253077739
510	6.253035977
511	6.252851088
512	6.252769393
513	6.252627775
514	6.252562566
515	6.252555266
516	6.252528822
517	6.252484919
518	6.252457672
519	6.252424637
520	6.252325762
521	6.252232226
522	6.252220126
523	6.251863304
524	6.251723208
525	6.251688495
526	6.251670165
527	6.25164129
528	6.251580654
529	6.251575895
530	6.25156096
531	6.251454564
532	6.251435846
533	6.251423441
534	6.251381591
535	6.251159097
536	6.250770598
537	6.250672908
538	6.25065762
539	6.250656204
540	6.250649865
541	6.250473862
542	6.250427063
543	6.250215478
544	6.250046422
545	6.249944822
546	6.249923733
547	6.249888328
548	6.249871527
549	6.249870583
550	6.249843889
551	6.249695956
552	6.249606336
553	6.249589522
554	6.249579522
555	6.249516425
556	6.24947624
557	6.249310148
558	6.249267053
559	6.249258083
560	6.249190361
561	6.24913139
562	6.249050986
563	6.249001042
564	6.248861193
565	6.248819988
566	6.248785233
567	6.248688527
568	6.248683818
569	6.248613365
570	6.248599956
571	6.248554872
572	6.248524548
573	6.248524108
574	6.248410138
575	6.248238136
576	6.248201858
577	6.248193107
578	6.248157044
579	6.248110121
580	6.248002332
581	6.248001978
582	6.247997837
583	6.24792743
584	6.247856881
585	6.247844831
586	6.247836505
587	6.24773971
588	6.247680918
589	6.247680609
590	6.247676532
591	6.247491464
592	6.247449255
593	6.247439746
594	6.247367579
595	6.247360827
596	6.247338285
597	6.247328662
598	6.247291894
599	6.247250134
600	6.247202142
601	6.2471883
602	6.247061885
603	6.247037664
604	6.247024374
605	6.246997987
606	6.246844246
607	6.246677452
608	6.246646027
609	6.246404669
610	6.2462218
611	6.246182652
612	6.246173375
613	6.246123936
614	6.246092049
615	6.246078286
616	6.245966229
617	6.245942496
618	6.245930646
619	6.245722665
620	6.245694839
621	6.245689895
622	6.245643049
623	6.245477401
624	6.245407821
625	6.245346466
626	6.24529836
627	6.245269653
628	6.245148354
629	6.245111196
630	6.245024738
631	6.244969419
632	6.244909234
633	6.244878019
634	6.244839655
635	6.244812494
636	6.244709244
637	6.244671868
638	6.244643348
639	6.244584314
640	6.244500064
641	6.244441599
642	6.244387131
643	6.244379078
644	6.244379076
645	6.244343026
646	6.24393742
647	6.243876494
648	6.243861156
649	6.243850818
650	6.243814439
651	6.243717099
652	6.243707882
653	6.243631506
654	6.243605693
655	6.243539298
656	6.243316715
657	6.243143795
658	6.243056495
659	6.242955056
660	6.242887166
661	6.242813613
662	6.242813088
663	6.242810658
664	6.242689858
665	6.24262362
666	6.242555942
667	6.242541746
668	6.242460566
669	6.24237685
670	6.242171235
671	6.242130181
672	6.242119233
673	6.242086262
674	6.242055164
675	6.242022167
676	6.24188473
677	6.241879859
678	6.241833671
679	6.241822884
680	6.241749902
681	6.241747097
682	6.241272675
683	6.241254557
684	6.241093031
685	6.241086985
686	6.241069415
687	6.24097903
688	6.240921874
689	6.240862087
690	6.240859958
691	6.240530817
692	6.240521557
693	6.240479115
694	6.240474838
695	6.240449862
696	6.240437512
697	6.240318967
698	6.240273005
699	6.240257417
700	6.240218786
701	6.240006918
702	6.240001964
703	6.239972634
704	6.239821206
705	6.239820202
706	6.239795496
707	6.239775025
708	6.239736433
709	6.239705849
710	6.23961441
711	6.239601738
712	6.239534013
713	6.239479351
714	6.23942078
715	6.239341542
716	6.239312208
717	6.239296604
718	6.239235427
719	6.239198004
720	6.239106049
721	6.23910348
722	6.238990594
723	6.238905095
724	6.2387833
725	6.238776758
726	6.238733231
727	6.238717338
728	6.238694886
729	6.238680171
730	6.238666802
731	6.238647943
732	6.238642789
733	6.238566559
734	6.238536009
735	6.238513454
736	6.238409991
737	6.238361744
738	6.23835798
739	6.238357508
740	6.238291656
741	6.238266363
742	6.238247686
743	6.238196231
744	6.238163533
745	6.23812445
746	6.238092255
747	6.238032738
748	6.238021154
749	6.23796597
750	6.237933758
751	6.237905869
752	6.237837424
753	6.237789079
754	6.237783272
755	6.237748985
756	6.237663877
757	6.237654952
758	6.237590687
759	6.237532009
760	6.237511815
761	6.237211178
762	6.237144879
763	6.237040492
764	6.237008743
765	6.23687884
766	6.236798211
767	6.236729699
768	6.23672733
769	6.236534083
770	6.236530555
771	6.236502802
772	6.236461806
773	6.236458949
774	6.236422648
775	6.236420119
776	6.236412765
777	6.236333864
778	6.236314732
779	6.236296869
780	6.236249618
781	6.236163256
782	6.236132898
783	6.236128993
784	6.236108119
785	6.235955136
786	6.235951852
787	6.235859778
788	6.23571343
789	6.23570458
790	6.235672362
791	6.235660536
792	6.235659759
793	6.235572955
794	6.235543991
795	6.235474993
796	6.235463797
797	6.23543585
798	6.235363614
799	6.235356657
800	6.235221991
801	6.235165794
802	6.235154221
803	6.235123208
804	6.235009958
805	6.234937767
806	6.234830792
807	6.234829295
808	6.234802695
809	6.234753766
810	6.234674662
811	6.23458602
812	6.234533945
813	6.234401377
814	6.234393207
815	6.234380269
816	6.234264971
817	6.23423733
818	6.23423083
819	6.234213751
820	6.234154403
821	6.234088231
822	6.234057632
823	6.234033975
824	6.233947228
825	6.233940184
826	6.233915394
827	6.233893028
828	6.233789595
829	6.233704154
830	6.233588702
831	6.233505609
832	6.233432265
833	6.233233316
834	6.233215651
835	6.233204018
836	6.233150053
837	6.233137939
838	6.233119406
839	6.23310767
840	6.233035615
841	6.232992979
842	6.232946163
843	6.232849638
844	6.232803506
845	6.23280078
846	6.23279673
847	6.232795498
848	6.232761136
849	6.232758763
850	6.232576708
851	6.232306713
852	6.232277393
853	6.232270607
854	6.232254814
855	6.232161212
856	6.232056743
857	6.231983352
858	6.231951822
859	6.231946891
860	6.231931771
861	6.231919447
862	6.231884002
863	6.231719887
864	6.231658218
865	6.231658069
866	6.231649391
867	6.231599575
868	6.231541116
869	6.231519991
870	6.231418739
871	6.231408109
872	6.231398466
873	6.23138152
874	6.231348694
875	6.23126911
876	6.231259621
877	6.231228521
878	6.231125872
879	6.231033057
880	6.230999749
881	6.23093536
882	6.230843073
883	6.230639618
884	6.230542943
885	6.230484069
886	6.230247723
887	6.230219887
888	6.230173933
889	6.230144912
890	6.230068442
891	6.230057086
892	6.230033524
893	6.23000791
894	6.229911456
895	6.229875034
896	6.229861661
897	6.229851856
898	6.229710491
899	6.22968052
900	6.229647142
901	6.229597623
902	6.229542231
903	6.229519451
904	6.229500676
905	6.229466729
906	6.229458565
907	6.229388485
908	6.229345294
909	6.229211664
910	6.229166487
911	6.229143257
912	6.229095807
913	6.229077425
914	6.228928436
915	6.228904095
916	6.228890319
917	6.228861483
918	6.228770928
919	6.228766044
920	6.228751351
921	6.228732946
922	6.228730235
923	6.228709446
924	6.228667266
925	6.228664402
926	6.228649339
927	6.228608827
928	6.228601705
929	6.228591816
930	6.22853676
931	6.228532768
932	6.228478052
933	6.228443359
934	6.228286796
935	6.228081987
936	6.228073068
937	6.228069664
938	6.228039859
939	6.228031897
940	6.228029573
941	6.227982116
942	6.227979282
943	6.227576075
944	6.227529675
945	6.227489125
946	6.227390193
947	6.227386328
948	6.227358758
949	6.227152663
950	6.22711105
951	6.22708042
952	6.226789467
953	6.226737789
954	6.226532655
955	6.226476799
956	6.226408596
957	6.22609703
958	6.226085487
959	6.226061504
960	6.226034439
961	6.226019989
962	6.225979197
963	6.225976754
964	6.225965696
965	6.225961394
966	6.225949515
967	6.225935015
968	6.225932312
969	6.22590803
970	6.225769249
971	6.225745893
972	6.225727938
973	6.22566462
974	6.225591732
975	6.225493848
976	6.225484838
977	6.225359974
978	6.225126609
979	6.225056994
980	6.225007313
981	6.224999161
982	6.224898671
983	6.224871383
984	6.224869738
985	6.224865814
986	6.224851002
987	6.224835349
988	6.224808246
989	6.224699884
990	6.224610514
991	6.224521958
992	6.22450423
993	6.224457167
994	6.224433619
995	6.224367457
996	6.224349069
997	6.22434434
998	6.224263496
999	6.224217845
