temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,weather_main
276.35,276.35,276.35,1021,56,4,262,clear
276.3,276.3,276.3,1022,57,7,243,clear
276.25,276.25,276.25,1022,59,9,224,clear
278.65,278.65,278.65,1023,52,8,271,clear
280.05,280.05,280.05,1023,49,12,253,clear
281.95,281.95,281.95,1024,44,9,224,clear
283.55,283.55,283.55,1024,42,8,245,clear
284.65,284.65,284.65,1023,40,22,239,clear
286.15,286.15,286.15,1022,39,3,251,clear
286.3205,286.3205,286.3205,1022,38,2,279,clear
287.8833438,287.8833438,287.8833438,1022,29,2,241,clear
288.75,288.75,288.75,1021,24,1,237,clear
284.6,284.6,284.6,1021,35,2,285,clear
280.45,280.45,280.45,1022,47,3,333,clear
282.1,282.1,282.1,1022,46,4,336,clear
283.75,283.75,283.75,1022,46,5,339,clear
284.55,284.55,284.55,1022,46,6,337,clear
285.35,285.35,285.35,1022,46,6,335,clear
283.2935,283.2935,283.2935,1022,50,5,335,clear
284.35,284.35,284.35,1022,50,6,239,clear
284.05,284.05,284.05,1020,47,11,295,clear
283.85,283.85,283.85,1020,45,11,248,clear
283.25,283.25,283.25,1020,43,11,301,clear
282.75,282.75,282.75,1021,41,5,359,clear
281.75,281.75,281.75,1021,42,1,275,clear
281.45,281.45,281.45,1022,41,11,323,clear
282.25,282.25,282.25,1022,37,1,33,clear
283.25,283.25,283.25,1022,35,3,272,clear
285.45,285.45,285.45,1023,30,6,215,clear
286.75,286.75,286.75,1023,26,3,208,clear
288.15,288.15,288.15,1023,18,8,359,clear
288.95,288.95,288.95,1022,19,8,343,clear
289.45,289.45,289.45,1021,17,9,18,clear
289.65,289.65,289.65,1020,19,6,289,clear
289.25,289.25,289.25,1020,20,12,14,clear
286.9243438,286.9243438,286.9243438,1022,28,9,125,clear
284.5986563,284.5986563,284.5986563,1023,37,7,237,clear
284.35,284.35,284.35,1022,30,4,6,clear
281.5115,281.5115,281.5115,1023,42,3,340,clear
280.75,280.75,280.75,1023,39,2,333,clear
277.35,277.35,277.35,1024,51,1,324,clear
278.0205,278.0205,278.0205,1025,55,2,316,clear
277.95,277.95,277.95,1024,48,1,299,clear
275.85,275.85,275.85,1025,57,1,299,clear
275.75,275.75,275.75,1025,61,1,288,clear
275.55,275.55,275.55,1025,67,1,288,clear
275.25,275.25,275.25,1025,69,1,288,clear
279.25,279.25,279.25,1024,52,1,200,clear
279.05,279.05,279.05,1024,56,2,299,clear
277.65,277.65,277.65,1025,55,2,299,clear
276.45,276.45,276.45,1026,55,1,297,clear
279.25,279.25,279.25,1026,46,3,307,clear
281.75,281.75,281.75,1026,41,3,221,clear
283.95,283.95,283.95,1026,35,1,267,clear
285.25,285.25,285.25,1026,33,1,246,clear
286.25,286.25,286.25,1025,31,1,246,clear
287.35,287.35,287.35,1025,31,3,250,clear
287.45,287.45,287.45,1025,31,6,134,clear
286.55,286.55,286.55,1024,39,8,101,clear
284.4,284.4,284.4,1025,47,4,115,clear
282.25,282.25,282.25,1026,56,0,129,clear
280.1,280.1,280.1,1026,65,1,87,clouds
277.95,277.95,277.95,1027,74,1,46,clouds
276.898,276.898,276.898,1027,77,1,46,clouds
277.15,277.15,277.15,1027,77,1,46,clouds
277.65,277.65,277.65,1027,77,1,7,clouds
276.2625,276.2625,276.2625,1027,81,1,7,clouds
275.436,275.436,275.436,1027,84,1,130,clouds
273.955,273.955,273.955,1027,89,1,109,clouds
273.035,273.035,273.035,1027,92,1,212,clear
273.093,273.093,273.093,1027,90,1,153,clouds
271.847,271.847,271.847,1027,95,1,309,clear
271.579,271.579,271.579,1027,95,2,304,clear
275.35,275.35,275.35,1026,80,2,285,clear
278.35,278.35,278.35,1026,72,3,292,clear
281.45,281.45,281.45,1026,62,4,240,clear
283.75,283.75,283.75,1026,57,9,231,clear
286.45,286.45,286.45,1025,50,8,236,clear
288.35,288.35,288.35,1024,46,9,197,clear
289.75,289.75,289.75,1022,42,6,245,clear
289.85,289.85,289.85,1021,37,6,345,clear
290.05,290.05,290.05,1021,36,11,25,clear
290.25,290.25,290.25,1021,35,7,174,clear
290.45,290.45,290.45,1020,35,3,323,clear
287.9965,287.9965,287.9965,1021,37,4,327,clear
287.85,287.85,287.85,1021,39,11,321,clouds
285.9965,285.9965,285.9965,1021,40,4,333,clear
286.45,286.45,286.45,1021,41,4,335,clear
284.8,284.8,284.8,1021,46,4,335,clear
283.15,283.15,283.15,1021,52,4,335,clear
278.25,278.25,278.25,1022,69,3,340,clear
277.75,277.75,277.75,1022,70,3,340,clear
277.55,277.55,277.55,1022,71,2,331,clear
277.55,277.55,277.55,1022,71,3,8,clear
278.05,278.05,278.05,1022,68,2,331,clear
280.25,280.25,280.25,1022,59,1,330,clear
279.85,279.85,279.85,1022,60,1,117,clear
279.75,279.75,279.75,1022,62,3,297,clear
279.65,279.65,279.65,1022,63,3,151,clear
281.35,281.35,281.35,1022,59,9,230,clear
283.45,283.45,283.45,1023,53,9,238,clear
284.65,284.65,284.65,1023,51,4,191,clear
286.55,286.55,286.55,1022,45,1,210,clear
287.45,287.45,287.45,1021,43,6,227,clear
288.65,288.65,288.65,1019,41,4,212,clear
289.15,289.15,289.15,1019,40,4,120,clear
287.6833125,287.6833125,287.6833125,1019,47,3,192,clear
286.6525,286.6525,286.6525,1019,47,1,290,clear
284.75,284.75,284.75,1019,61,1,336,clear
282.15,282.15,282.15,1021,74,4,13,clear
281.1,281.1,281.1,1020,76,3,25,clear
280.05,280.05,280.05,1020,78,1,38,clear
278.68075,278.68075,278.68075,1020,80,1,91,clear
275.8463438,275.8463438,275.8463438,1019,81,1,109,clear
275.2096563,275.2096563,275.2096563,1019,84,1,180,clear
275.5005,275.5005,275.5005,1019,83,2,160,clear
274.5546563,274.5546563,274.5546563,1018,87,1,262,clear
274.5363438,274.5363438,274.5363438,1018,88,2,272,clear
279.95575,279.95575,279.95575,1016,69,5,287,clear
281.75,281.75,281.75,1016,64,6,300,clear
278.856,278.856,278.856,1016,73,5,294,clear
282.85,282.85,282.85,1015,60,6,270,clear
281.25,281.25,281.25,1015,66,3,189,clouds
282.95,282.95,282.95,1014,60,9,205,clouds
285.25,285.25,285.25,1013,55,16,311,clouds
286.05,286.05,286.05,1013,53,17,238,clear
286.15,286.15,286.15,1012,54,3,331,clear
288.35,288.35,288.35,1010,45,9,291,clear
289.25,289.25,289.25,1008,43,30,262,clear
289.35,289.35,289.35,1007,39,16,287,clear
289.35,289.35,289.35,1005,41,19,259,clear
288.35,288.35,288.35,1006,46,11,321,clouds
287.45,287.45,287.45,1005,51,12,315,clouds
286.55,286.55,286.55,1005,56,12,309,clouds
285.85,285.85,285.85,1005,60,9,221,clear
287.0345,287.0345,287.0345,1004,56,10,253,clear
286.65,286.65,286.65,1002,67,20,326,clear
287.8345,287.8345,287.8345,1001,61,16,276,clear
287.45,287.45,287.45,998,70,22,266,clear
287.65,287.65,287.65,998,70,20,300,clear
288.25,288.25,288.25,998,67,22,321,clear
288.35,288.35,288.35,998,67,35,304,clear
288.35,288.35,288.35,998,67,11,333,clear
288.05,288.05,288.05,998,67,20,271,clear
287.85,287.85,287.85,997,69,17,323,clear
287.85,287.85,287.85,997,69,20,312,clear
287.95,287.95,287.95,997,68,14,311,clear
288.55,288.55,288.55,997,66,16,331,clear
289.15,289.15,289.15,997,64,33,307,clear
289.75,289.75,289.75,997,62,64,314,clear
290.55,290.55,290.55,996,59,24,309,clear
291.05,291.05,291.05,995,57,22,279,clear
290.75,290.75,290.75,994,59,20,338,clear
290.95,290.95,290.95,993,58,54,262,clear
290.7166875,290.7166875,290.7166875,993,59,40,244,clear
291.0795,291.0795,291.0795,993,51,12,247,clear
290.25,290.25,290.25,992,62,12,210,clear
288.75,288.75,288.75,993,74,38,252,clear
288.7833125,288.7833125,288.7833125,992,74,30,267,clear
288.8166875,288.8166875,288.8166875,992,74,21,282,clear
288.85,288.85,288.85,991,75,12,297,clear
288.85,288.85,288.85,991,75,20,300,clear
288.85,288.85,288.85,991,75,20,300,clear
288.85,288.85,288.85,991,75,20,300,clear
288.85,288.85,288.85,991,75,20,300,clear
288.85,288.85,288.85,991,75,20,300,clear
284.25,284.25,284.25,988,83,6,291,clear
284.35,284.35,284.35,989,87,3,5,clouds
283.45,283.45,283.45,990,80,19,298,clouds
282.85,282.85,282.85,990,84,4,231,clouds
282.85,282.85,282.85,990,79,4,252,clear
283.15,283.15,283.15,991,78,1,293,clear
284.85,284.85,284.85,992,66,8,329,clear
286.15,286.15,286.15,993,50,8,291,clear
286.65,286.65,286.65,994,47,9,290,clear
286.85,286.85,286.85,994,45,4,269,clear
285.25,285.25,285.25,995,51,19,316,clear
285.4,285.4,285.4,996,47,17,315,clear
285.55,285.55,285.55,996,44,16,314,clear
284.45,284.45,284.45,997,48,15,292,clear
283.35,283.35,283.35,999,52,15,271,clear
282.25,282.25,282.25,1001,57,14,250,clear
282.0543125,282.0543125,282.0543125,1001,54,12,267,clear
281.8586875,281.8586875,281.8586875,1002,52,10,285,clear
281.23,281.23,281.23,1002,58,11,298,clear
281.1065,281.1065,281.1065,1002,54,8,317,clear
280.55,280.55,280.55,1003,60,9,331,clear
279.75,279.75,279.75,1005,56,11,285,clear
279.55,279.55,279.55,1005,54,14,244,clear
279.25,279.25,279.25,1005,55,1,271,clear
278.65,278.65,278.65,1005,59,6,297,clear
278.45,278.45,278.45,1006,59,12,282,clear
278.85,278.85,278.85,1006,56,6,259,clear
278.55,278.55,278.55,1007,56,4,272,clear
278.95,278.95,278.95,1009,53,6,252,clear
279.35,279.35,279.35,1009,53,6,276,clear
279.35,279.35,279.35,1009,53,6,276,clear
279.35,279.35,279.35,1009,53,6,276,clear
279.35,279.35,279.35,1009,53,6,276,clear
279.35,279.35,279.35,1009,53,6,276,clear
280.9833438,280.9833438,280.9833438,1010,48,5,268,clear
282.6166563,282.6166563,282.6166563,1010,43,5,260,clear
284.25,284.25,284.25,1011,38,4,253,clear
283.5,283.5,283.5,1012,39,4,285,clear
282.75,282.75,282.75,1012,40,3,318,clouds
281.75,281.75,281.75,1013,43,3,306,clear
281.25,281.25,281.25,1013,50,12,307,clear
281.1595,281.1595,281.1595,1013,51,9,300,clear
280.55,280.55,280.55,1014,54,17,270,clear
279.95,279.95,279.95,1014,56,9,317,clear
279.9805,279.9805,279.9805,1014,56,7,302,clear
278.8924063,278.8924063,278.8924063,1014,60,7,304,clouds
279.1093438,279.1093438,279.1093438,1013,60,4,286,clouds
278.2076875,278.2076875,278.2076875,1014,64,4,285,clouds
279.14025,279.14025,279.14025,1013,61,9,299,clouds
278.85,278.85,278.85,1013,63,11,304,clouds
277.55,277.55,277.55,1013,69,12,228,clouds
277.35,277.35,277.35,1013,69,12,231,clouds
277.55,277.55,277.55,1013,69,11,255,clouds
278.15,278.15,278.15,1013,68,3,199,clouds
279.25,279.25,279.25,1013,65,4,257,clouds
280.25,280.25,280.25,1012,64,3,236,clouds
281.55,281.55,281.55,1011,60,4,339,clouds
282.75,282.75,282.75,1010,55,16,309,clouds
283.15,283.15,283.15,1009,55,19,349,clouds
283.55,283.55,283.55,1008,54,1,230,clouds
283.5,283.5,283.5,1008,54,7,265,clouds
283.45,283.45,283.45,1007,55,12,301,clear
282.8485,282.8485,282.8485,1006,56,9,279,clouds
281.55,281.55,281.55,1006,68,16,248,clouds
281.6485,281.6485,281.6485,1005,64,6,281,clouds
281.05,281.05,281.05,1005,70,6,305,clouds
281.2833125,281.2833125,281.2833125,1004,70,6,303,clouds
281.099,281.099,281.099,1002,72,6,276,clouds
281.75,281.75,281.75,1002,71,6,301,clouds
281.6315,281.6315,281.6315,1001,69,6,294,clouds
281.864,281.864,281.864,999,67,7,275,clouds
281.57,281.57,281.57,1000,66,7,275,clouds
281.9305,281.9305,281.9305,999,60,8,283,clouds
281.4183438,281.4183438,281.4183438,1000,61,7,281,clouds
281.5606563,281.5606563,281.5606563,1000,57,8,286,clouds
281.846,281.846,281.846,1001,57,8,284,clouds
281.9406875,281.9406875,281.9406875,1000,51,8,292,clear
282.1783438,282.1783438,282.1783438,1001,50,8,293,clear
283.38825,283.38825,283.38825,1001,54,11,277,clear
283.95,283.95,283.95,1002,55,12,273,clear
284.75,284.75,284.75,1002,45,6,311,clear
285.85,285.85,285.85,1002,40,8,337,clear
285.55,285.55,285.55,1001,43,9,304,clear
285.45,285.45,285.45,1000,46,16,290,clear
282.35,282.35,282.35,1001,67,11,254,clear
283.05,283.05,283.05,1000,62,3,310,clouds
281.25,281.25,281.25,1000,75,6,260,clouds
280.95,280.95,280.95,999,77,3,236,clouds
281.45,281.45,281.45,998,74,5,263,clear
282.05,282.05,282.05,997,72,6,258,clear
282.75,282.75,282.75,997,69,6,293,clear
281.65,281.65,281.65,997,72,14,274,clear
279.25,279.25,279.25,996,83,6,274,clear
280.55,280.55,280.55,996,73,8,326,clear
278.75,278.75,278.75,995,78,6,321,clouds
278.95,278.95,278.95,995,76,8,262,clouds
279.05,279.05,279.05,994,74,4,262,clouds
278.95,278.95,278.95,995,75,9,301,rain
278.95,278.95,278.95,995,75,6,295,rain
278.75,278.75,278.75,996,66,4,297,rain
278.05,278.05,278.05,996,59,6,318,rain
278.95,278.95,278.95,997,51,6,8,rain
278.45,278.45,278.45,998,46,7,334,rain
278.45,278.45,278.45,1000,42,4,325,rain
279.25,279.25,279.25,1001,39,17,319,rain
280.05,280.05,280.05,1000,36,11,349,rain
280.55,280.55,280.55,1000,34,25,297,rain
280.85,280.85,280.85,1001,30,12,299,clouds
281.15,281.15,281.15,1001,30,6,322,clouds
280.45,280.45,280.45,1002,31,11,290,clear
278.85,278.85,278.85,1003,34,9,354,clouds
277.95,277.95,277.95,1003,37,8,327,clouds
277.05,277.05,277.05,1004,40,8,300,clear
276.35,276.35,276.35,1004,42,9,286,clear
276.05,276.05,276.05,1004,46,4,257,clear
275.85,275.85,275.85,1004,48,6,296,clear
276.45,276.45,276.45,1004,49,6,309,clear
276.45,276.45,276.45,1003,51,16,325,clear
276.55,276.55,276.55,1003,49,9,319,clouds
277.25,277.25,277.25,1003,46,6,239,clouds
277.05,277.05,277.05,1003,44,4,308,clouds
277.05,277.05,277.05,1003,41,9,328,clear
276.85,276.85,276.85,1003,39,8,343,clear
275.65,275.65,275.65,1004,45,8,343,clear
275.85,275.85,275.85,1005,42,3,297,clear
276.45,276.45,276.45,1005,40,3,314,clear
276.45,276.45,276.45,1005,40,3,314,clear
280.95,280.95,280.95,1007,25,9,295,clear
282.65,282.65,282.65,1007,24,3,313,clear
282.75,282.75,282.75,1007,24,11,307,clear
282.35,282.35,282.35,1007,26,24,300,clear
282.25,282.25,282.25,1007,26,6,316,clear
281.75,281.75,281.75,1007,27,17,330,clear
280.7,280.7,280.7,1008,30,14,317,clear
279.65,279.65,279.65,1009,33,11,305,clear
279.35,279.35,279.35,1010,34,9,302,clear
278.2975,278.2975,278.2975,1010,47,6,311,clear
278.75,278.75,278.75,1010,36,4,297,clear
277.75,277.75,277.75,1011,37,17,294,clear
276.59,276.59,276.59,1011,49,5,314,clear
277.05,277.05,277.05,1011,35,3,301,clear
276.65,276.65,276.65,1010,34,6,281,clear
275.85,275.85,275.85,1010,51,6,278,clear
275.05,275.05,275.05,1009,52,8,246,clear
275.55,275.55,275.55,1009,51,3,310,clear
275.55,275.55,275.55,1009,53,6,285,clear
275.45,275.45,275.45,1009,54,8,316,clear
275.45,275.45,275.45,1009,57,6,287,clear
276.15,276.15,276.15,1009,57,11,311,clear
277.35,277.35,277.35,1009,55,6,273,clear
278.65,278.65,278.65,1010,53,3,298,clear
280.25,280.25,280.25,1010,37,16,1,clear
280.75,280.75,280.75,1009,32,20,308,clear
280.45,280.45,280.45,1009,32,12,333,clear
280.75,280.75,280.75,1009,32,4,349,clear
280.8285,280.8285,280.8285,1009,39,4,334,clear
281.35,281.35,281.35,1009,32,11,299,clear
280.05,280.05,280.05,1010,37,1,12,clouds
278.664,278.664,278.664,1011,49,2,166,clear
276.5166563,276.5166563,276.5166563,1011,49,2,216,clouds
274.75,274.75,274.75,1012,56,3,318,clouds
275.6,275.6,275.6,1012,52,2,303,clouds
276.45,276.45,276.45,1013,48,1,288,clouds
275.95,275.95,275.95,1013,51,1,264,clear
274.85,274.85,274.85,1014,58,1,323,clear
275.85,275.85,275.85,1014,56,4,307,clear
274.95,274.95,274.95,1014,61,1,338,clouds
275.45,275.45,275.45,1015,61,1,299,clouds
275.75,275.75,275.75,1014,61,1,297,clouds
275.05,275.05,275.05,1015,66,1,300,clouds
275.45,275.45,275.45,1015,65,1,236,clouds
275.55,275.55,275.55,1016,65,1,300,clouds
276.05,276.05,276.05,1016,63,1,271,clouds
276.25,276.25,276.25,1017,63,1,341,clouds
276.45,276.45,276.45,1018,65,1,312,clouds
277.55,277.55,277.55,1018,57,3,27,clear
279.05,279.05,279.05,1019,52,1,45,clear
280.05,280.05,280.05,1019,49,1,45,clear
281.55,281.55,281.55,1018,44,6,155,clouds
279.95,279.95,279.95,1019,49,1,106,clear
279.35,279.35,279.35,1019,55,2,107,clouds
278.65,278.65,278.65,1020,56,1,83,clouds
276.55,276.55,276.55,1021,65,1,83,clouds
274.45,274.45,274.45,1021,75,1,83,clouds
273.6,273.6,273.6,1022,78,1,89,clear
272.75,272.75,272.75,1022,81,1,96,clear
272.6,272.6,272.6,1023,81,1,96,clear
272.45,272.45,272.45,1023,82,1,96,clear
272.2,272.2,272.2,1023,83,1,192,clear
271.95,271.95,271.95,1023,84,1,288,clear
271.85,271.85,271.85,1023,82,1,284,clear
272.05,272.05,272.05,1023,81,1,284,clear
272.25,272.25,272.25,1023,80,1,284,clear
270.5403438,270.5403438,270.5403438,1023,84,2,288,clear
268.8306563,268.8306563,268.8306563,1023,89,2,293,clear
271.95,271.95,271.95,1023,80,2,283,clear
271.2355,271.2355,271.2355,1023,80,2,296,clear
275.35,275.35,275.35,1023,68,2,295,clear
277.7,277.7,277.7,1023,60,3,265,clear
280.05,280.05,280.05,1023,53,4,236,clear
282.95,282.95,282.95,1022,44,14,249,clear
284.45,284.45,284.45,1021,37,8,298,clear
285.75,285.75,285.75,1020,34,4,236,clear
286.45,286.45,286.45,1019,34,6,290,clear
287.25,287.25,287.25,1018,33,8,313,clear
286.65,286.65,286.65,1018,34,3,267,clear
282.6585,282.6585,282.6585,1018,48,2,263,clear
283.45,283.45,283.45,1018,43,3,293,clear
282.55,282.55,282.55,1018,48,4,305,clear
277.2795,277.2795,277.2795,1019,70,3,329,clear
278.05,278.05,278.05,1019,61,1,354,clear
276.95,276.95,276.95,1019,65,1,352,clear
275.55,275.55,275.55,1020,70,1,352,clear
274.55,274.55,274.55,1021,73,1,352,clear
273.95,273.95,273.95,1021,77,2,333,clear
273.35,273.35,273.35,1022,78,2,333,clear
273.35,273.35,273.35,1022,81,2,333,clear
273.75,273.75,273.75,1023,80,2,320,clear
273.35,273.35,273.35,1024,82,2,320,clear
273.95,273.95,273.95,1024,81,2,320,clear
277.85,277.85,277.85,1025,63,1,17,clouds
279.35,279.35,279.35,1026,57,3,332,clouds
280.25,280.25,280.25,1026,51,9,352,clouds
280.75,280.75,280.75,1027,54,6,34,clouds
281.55,281.55,281.55,1027,63,6,114,clouds
282.35,282.35,282.35,1026,65,8,123,clouds
282.85,282.85,282.85,1026,57,17,108,clouds
282.95,282.95,282.95,1025,66,14,96,clouds
282.7,282.7,282.7,1026,66,8,87,clouds
282.45,282.45,282.45,1026,67,3,79,clouds
281.161,281.161,281.161,1026,65,3,72,rain
281.05,281.05,281.05,1026,76,3,74,clouds
280.111,280.111,280.111,1027,69,4,210,rain
280.35,280.35,280.35,1027,75,6,355,clouds
279.85,279.85,279.85,1027,78,1,346,clouds
278.029,278.029,278.029,1027,79,2,26,rain
279.85,279.85,279.85,1027,74,3,18,rain
279.6,279.6,279.6,1026,74,4,24,rain
279.35,279.35,279.35,1026,75,6,30,rain
279.55,279.55,279.55,1025,72,3,11,rain
279.95,279.95,279.95,1025,69,4,15,rain
279.95,279.95,279.95,1025,71,1,3,rain
280.05,280.05,280.05,1025,69,1,3,rain
279.05,279.05,279.05,1025,77,1,3,rain
277.05,277.05,277.05,1026,85,1,11,rain
281.55,281.55,281.55,1025,66,6,20,rain
281.95,281.95,281.95,1026,66,8,20,rain
282.45,282.45,282.45,1026,68,3,32,clouds
283.35,283.35,283.35,1025,65,1,41,clouds
283.05,283.05,283.05,1025,66,4,113,clouds
282.65,282.65,282.65,1024,71,1,167,clouds
283.25,283.25,283.25,1023,71,1,226,clouds
283.05,283.05,283.05,1023,74,3,147,clouds
282.65,282.65,282.65,1023,74,2,104,clouds
282.35,282.35,282.35,1023,76,2,104,clouds
282.05,282.05,282.05,1023,78,2,104,clouds
281.05,281.05,281.05,1024,86,1,45,rain
280.55,280.55,280.55,1024,90,1,45,rain
280.15,280.15,280.15,1024,91,1,45,rain
279.95,279.95,279.95,1023,92,1,12,clouds
280.75,280.75,280.75,1023,87,3,350,clouds
280.8,280.8,280.8,1023,85,4,352,clouds
280.85,280.85,280.85,1023,84,4,354,clouds
280.85,280.85,280.85,1022,84,1,354,clouds
280.95,280.95,280.95,1022,83,3,318,clouds
280.95,280.95,280.95,1022,81,4,323,clouds
280.75,280.75,280.75,1022,82,4,359,clouds
281.05,281.05,281.05,1022,80,3,347,clouds
281.25,281.25,281.25,1022,81,6,1,clouds
281.25,281.25,281.25,1023,83,3,8,clouds
281.65,281.65,281.65,1023,81,4,348,clouds
282.25,282.25,282.25,1023,80,6,12,rain
281.95,281.95,281.95,1023,87,2,50,rain
282.05,282.05,282.05,1022,88,1,359,rain
281.5475,281.5475,281.5475,1022,89,3,210,clouds
282.25,282.25,282.25,1021,89,3,63,clouds
282.1,282.1,282.1,1021,91,2,43,clouds
281.95,281.95,281.95,1021,94,1,23,clouds
281.95,281.95,281.95,1021,94,2,21,clouds
281.95,281.95,281.95,1021,94,3,19,clouds
281.8,281.8,281.8,1021,94,2,185,clouds
281.65,281.65,281.65,1021,95,1,352,clouds
281.55,281.55,281.55,1021,95,1,353,clouds
